Order,Family,Latin Name,Tolerance Value
Diptera,TABANIDAE,Chrysops spp,6.7
Diptera,TABANIDAE,Tabanus spp,8.5
Diptera,TANYDERIDAE,Protoplasa fitchii,4.0
Diptera,TIPULIDAE,Antocha spp,4.4
Diptera,TIPULIDAE,Dicranota spp,0.0
Diptera,TIPULIDAE,Hexatoma spp,3.5
Diptera,TIPULIDAE,Limonia spp,9.3
Diptera,TIPULIDAE,Polymeda/Ormosia spp,6.5
Diptera,TIPULIDAE,Pseudolimnophila spp,6.2
Diptera,TIPULIDAE,Tipula spp,7.5
Oligochaeta,NAIDIDAE,Dero spp,9.8
Oligochaeta,NAIDIDAE,Nais spp,8.7
Oligochaeta,NAIDIDAE,Pristina spp,7.7
Oligochaeta,NAIDIDAE,Slavina appendiculata,8.4
Oligochaeta,NAIDIDAE,Stylaria lacustris,8.4
Oligochaeta,TUBIFICIDAE,Aulodrilus pluriseta,5.6
Oligochaeta,TUBIFICIDAE,Branchiura sowerbyi,8.6
Oligochaeta,TUBIFICIDAE,Ilyodrilus templetoni,9.3
Oligochaeta,TUBIFICIDAE,Limnodrilus hoffmeisteri,9.4
Oligochaeta,TUBIFICIDAE,Limnodrilus spp,8.5
Oligochaeta,TUBIFICIDAE,Spirosperma nikolskyi,6.0
Oligochaeta,TUBIFICIDAE,Tubifex tubifex,9.9
Gastropoda,ANCYLIDAE,Ferrissia spp,6.6
Gastropoda,ANCYLIDAE,Laevapex fuscus,6.6
Gastropoda,HYDROBIIDAE,Amnicola spp,4.1
Gastropoda,LYMNAEIDAE,Pseudosuccinea columella,7.7
Gastropoda,LYMNAEIDAE,Stagnicola spp,8.1
Gastropoda,PHYSIDAE,Physa spp,8.7
Gastropoda,PLANORBIDAE,Helisoma anceps,6.6
Gastropoda,PLANORBIDAE,Menetus dilatatus,7.6
Gastropoda,PLEUROCERIDAE,Elimia spp,2.7
Gastropoda,PLEUROCERIDAE,Leptoxis spp,1.7
Gastropoda,VIVIPARIDAE,Campeloma decisum,5.8
Bivalvia,CORBICULIDAE,Corbicula fluminea,6.6
Bivalvia,SPHAERIIDAE,Pisidium spp,6.6
Bivalvia,SPHAERIIDAE,Sphaerium spp,7.2
Bivalvia,UNIONIDAE,Elliptio complanata,4.7
Bivalvia,UNIONIDAE,Elliptio spp,4.9
Crustacea,ASELLIDAE,Caecidotea spp,8.4
Crustacea,ASELLIDAE,Lirceus spp,7.4
Crustacea,CAMBARIDAE,Cambarus (P.) sp C,6.3
Crustacea,CAMBARIDAE,Cambarus spp,7.5
Crustacea,CAMBARIDAE,Orconectes spp,2.7
Crustacea,CAMBARIDAE,Procambarus spp,9.3
Crustacea,GAMMARIDAE,Crangonyx spp,7.2
Crustacea,GAMMARIDAE,Gammarus fasciatus,7.0
Crustacea,GAMMARIDAE,Gammarus spp,7.1
Crustacea,PALAEMONIDAE,Palaemonetes paludosus,6.1
Crustacea,PALAEMONIDAE,Palaemonetes spp,8.7
Crustacea,TALITRIDAE,Hyalella spp,7.2
Other,ERPOBDELLIDAE,Erpobdella/Mooreobdella spp,8.6
Other,ERPOBDELLIDAE,Mooreobdella tetragon,9.4
Other,GLOSSIPHONIIDAE,Desserobdella phalera,6.6
Other,GLOSSIPHONIIDAE,Gloiobdella elongata,9.1
Other,GLOSSIPHONIIDAE,Helobdella triserialis,9.3
Other,GLOSSIPHONIIDAE,Placobdella papillifera,8.2
Other,GLOSSIPHONIIDAE,Placobdella parasitica,8.9
Other,PLANARIIDAE,Cura foremanii,5.5
Other,PLANARIIDAE,Dugesia tigrina,7.1
Other,PYRALIDAE,Petrophila spp,3.6
Other,SISYRIDAE,Climacia areolaris,6.5
Other,TETRASTEMMATIDAE,Prostoma graecense,6.6
